,Unnamed: 0,GMLID,LocalId,Namespace,Version,NatlStationCode,Name,Municipality,EUStationCode,ActivityBegin,ActivityEnd,Latitude,Longitude,SRSName,Altitude,AltitudeUnit,AreaClassification,BelongsTo
643,643,STA-FR30033,STA-FR30033,FR.LCSQA-INERIS.AQ,3,FR30033,Jonville en Woevre,JONVILLE-EN-WOËVRE,FR30033,2001-01-09T00:00:00+01:00,,49.06583,5.785556,urn:ogc:def:crs:EPSG::4326,213,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR075A
644,644,STA-FR30034,STA-FR30034,FR.LCSQA-INERIS.AQ,2,FR30034,Nancy-Charles III,NANCY,FR30034,2004-07-30T00:00:00+01:00,,48.68817,6.190431,urn:ogc:def:crs:EPSG::4326,200,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR075A
645,645,STA-FR30036,STA-FR30036,FR.LCSQA-INERIS.AQ,2,FR30036,Nancy-Libération,NANCY,FR30036,2008-10-18T00:00:00+01:00,,48.69708,6.154194,urn:ogc:def:crs:EPSG::4326,277,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR075A
646,646,STA-FR30037,STA-FR30037,FR.LCSQA-INERIS.AQ,2,FR30037,Nancy-Brabois 2,VILLERS-LÈS-NANCY,FR30037,2010-01-01T00:00:00+01:00,,48.656944,6.136022,urn:ogc:def:crs:EPSG::4326,360,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR075A
647,647,STA-FR31001,STA-FR31001,FR.LCSQA-INERIS.AQ,2,FR31001,GRAND PARC,BORDEAUX,FR31001,1997-07-01T00:00:00+01:00,,44.86139,-0.579444,urn:ogc:def:crs:EPSG::4326,3,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
648,648,STA-FR31002,STA-FR31002,FR.LCSQA-INERIS.AQ,2,FR31002,TALENCE,TALENCE,FR31002,1999-01-01T00:00:00+01:00,,44.800556,-0.588056,urn:ogc:def:crs:EPSG::4326,20,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
649,649,STA-FR31003,STA-FR31003,FR.LCSQA-INERIS.AQ,2,FR31003,BORDEAUX-BASTIDE,BORDEAUX,FR31003,1998-01-16T00:00:00+01:00,,44.849724,-0.543889,urn:ogc:def:crs:EPSG::4326,3,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
650,650,STA-FR31005,STA-FR31005,FR.LCSQA-INERIS.AQ,2,FR31005,BORDEAUX-GAMBETTA,BORDEAUX,FR31005,1998-07-01T00:00:00+01:00,2018-01-24T00:00:00+01:00,44.84139,-0.579722,urn:ogc:def:crs:EPSG::4326,15,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
651,651,STA-FR31006,STA-FR31006,FR.LCSQA-INERIS.AQ,2,FR31006,MERIGNAC,MÉRIGNAC,FR31006,1998-09-01T00:00:00+01:00,,44.84139,-0.65,urn:ogc:def:crs:EPSG::4326,36,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
652,652,STA-FR31007,STA-FR31007,FR.LCSQA-INERIS.AQ,2,FR31007,BASSENS,BASSENS,FR31007,1997-07-01T00:00:00+01:00,,44.900276,-0.514722,urn:ogc:def:crs:EPSG::4326,36,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
653,653,STA-FR31008,STA-FR31008,FR.LCSQA-INERIS.AQ,3,FR31008,LE TEMPLE,LE TEMPLE,FR31008,1997-10-10T00:00:00+01:00,,44.865555,-0.939444,urn:ogc:def:crs:EPSG::4326,43,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR058A
654,654,STA-FR31010,STA-FR31010,FR.LCSQA-INERIS.AQ,2,FR31010,AMBES,AMBÈS,FR31010,1998-05-01T00:00:00+01:00,,45.012222,-0.528333,urn:ogc:def:crs:EPSG::4326,3,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR058A
655,655,STA-FR31013,STA-FR31013,FR.LCSQA-INERIS.AQ,3,FR31013,BILLERE,BILLÈRE,FR31013,1998-11-16T00:00:00+01:00,,43.310833,-0.391111,urn:ogc:def:crs:EPSG::4326,197,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
656,656,STA-FR31014,STA-FR31014,FR.LCSQA-INERIS.AQ,2,FR31014,HAMEAU,BIZANOS,FR31014,1998-01-01T00:00:00+01:00,2019-01-21T00:00:00+01:00,43.307777,-0.322778,urn:ogc:def:crs:EPSG::4326,227,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
657,657,STA-FR31016,STA-FR31016,FR.LCSQA-INERIS.AQ,3,FR31016,SAINT-CROUTS,BAYONNE,FR31016,1998-02-18T00:00:00+01:00,,43.47972,-1.488056,urn:ogc:def:crs:EPSG::4326,35,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
658,658,STA-FR31017,STA-FR31017,FR.LCSQA-INERIS.AQ,3,FR31017,ANGLET,ANGLET,FR31017,1999-03-21T00:00:00+01:00,,43.49403,-1.528765,urn:ogc:def:crs:EPSG::4326,40,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
659,659,STA-FR31019,STA-FR31019,FR.LCSQA-INERIS.AQ,1,FR31019,ABOS,ABOS,FR31019,1998-05-01T00:00:00+01:00,2014-01-03T00:00:00+01:00,43.359722,-0.566944,urn:ogc:def:crs:EPSG::4326,119,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural,FR.LCSQA-INERIS.AQ/NET-FR058A
660,660,STA-FR31020,STA-FR31020,FR.LCSQA-INERIS.AQ,3,FR31020,LACQ,LACQ,FR31020,1998-11-25T00:00:00+01:00,,43.410557,-0.616944,urn:ogc:def:crs:EPSG::4326,107,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR058A
661,661,STA-FR31021,STA-FR31021,FR.LCSQA-INERIS.AQ,4,FR31021,LABASTIDE CEZERACQ,LABASTIDE-CÉZÉRACQ,FR31021,1998-05-09T00:00:00+01:00,,43.376274,-0.538192,urn:ogc:def:crs:EPSG::4326,123,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR058A
662,662,STA-FR31022,STA-FR31022,FR.LCSQA-INERIS.AQ,3,FR31022,LAGOR,MONT,FR31022,1998-01-17T00:00:00+01:00,,43.40972,-0.671667,urn:ogc:def:crs:EPSG::4326,202,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR058A
663,663,STA-FR31023,STA-FR31023,FR.LCSQA-INERIS.AQ,3,FR31023,MASLACQ,MASLACQ,FR31023,1998-01-01T00:00:00+01:00,,43.434166,-0.691944,urn:ogc:def:crs:EPSG::4326,76,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR058A
664,664,STA-FR31024,STA-FR31024,FR.LCSQA-INERIS.AQ,3,FR31024,MOURENX,MOURENX,FR31024,1998-05-01T00:00:00+01:00,,43.376945,-0.609444,urn:ogc:def:crs:EPSG::4326,106,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR058A
665,665,STA-FR31026,STA-FR31026,FR.LCSQA-INERIS.AQ,3,FR31026,TARTAS Pelletrin,TARTAS,FR31026,1998-02-07T00:00:00+01:00,,43.838333,-0.810833,urn:ogc:def:crs:EPSG::4326,22,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR058A
666,666,STA-FR31027,STA-FR31027,FR.LCSQA-INERIS.AQ,1,FR31027,IRATY,LARRAU,FR31027,1998-03-11T00:00:00+01:00,2016-11-08T00:00:00+01:00,43.03361,-1.035278,urn:ogc:def:crs:EPSG::4326,1400,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR058A
667,667,STA-FR31030,STA-FR31030,FR.LCSQA-INERIS.AQ,2,FR31030,LEOGNAN,LÉOGNAN,FR31030,2002-04-02T00:00:00+01:00,2019-01-31T00:00:00+01:00,44.7225,-0.576111,urn:ogc:def:crs:EPSG::4326,49,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR058A
668,668,STA-FR31031,STA-FR31031,FR.LCSQA-INERIS.AQ,2,FR31031,SAINT-SULPICE,SAINT-SULPICE-ET-CAMEYRAC,FR31031,2002-04-08T00:00:00+01:00,2019-01-17T00:00:00+01:00,44.913055,-0.384444,urn:ogc:def:crs:EPSG::4326,16,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR058A
669,669,STA-FR31032,STA-FR31032,FR.LCSQA-INERIS.AQ,2,FR31032,AGEN,AGEN,FR31032,2002-08-13T00:00:00+01:00,2018-12-28T00:00:00+01:00,44.192223,0.623889,urn:ogc:def:crs:EPSG::4326,50,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
670,670,STA-FR31033,STA-FR31033,FR.LCSQA-INERIS.AQ,3,FR31033,PERIGUEUX,PÉRIGUEUX,FR31033,2002-04-10T00:00:00+01:00,,45.18972,0.727222,urn:ogc:def:crs:EPSG::4326,142,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
671,671,STA-FR31034,STA-FR31034,FR.LCSQA-INERIS.AQ,2,FR31034,AMBES 2,AMBES,FR31034,2003-05-07T00:00:00+01:00,2019-01-01T00:00:00+01:00,45.012222,-0.529722,urn:ogc:def:crs:EPSG::4326,3,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR058A
672,672,STA-FR31036,STA-FR31036,FR.LCSQA-INERIS.AQ,3,FR31036,DAX,DAX,FR31036,2004-04-06T00:00:00+01:00,2023-09-01T00:00:00+01:00,43.704723,-1.038611,urn:ogc:def:crs:EPSG::4326,14,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
673,673,STA-FR31039,STA-FR31039,FR.LCSQA-INERIS.AQ,3,FR31039,PAU TOURASSE,PAU,FR31039,2011-03-17T00:00:00+01:00,,43.31109,-0.352119,urn:ogc:def:crs:EPSG::4326,218,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
674,674,STA-FR31040,STA-FR31040,FR.LCSQA-INERIS.AQ,3,FR31040,MARMANDE,MARMANDE,FR31040,2012-09-27T00:00:00+01:00,,44.508656,0.142503,urn:ogc:def:crs:EPSG::4326,17,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR058A
675,675,STA-FR31041,STA-FR31041,FR.LCSQA-INERIS.AQ,3,FR31041,MONT DE MARSAN,MONT-DE-MARSAN,FR31041,2012-09-27T00:00:00+01:00,2023-06-02T00:00:00+01:00,43.8961,-0.491403,urn:ogc:def:crs:EPSG::4326,46,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
676,676,STA-FR31043,STA-FR31043,FR.LCSQA-INERIS.AQ,3,FR31043,Biarritz-hippodrome,BIARRITZ,FR31043,2015-12-16T00:00:00+01:00,,43.47024,-1.553843,urn:ogc:def:crs:EPSG::4326,70,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR058A
677,677,STA-FR31045,STA-FR31045,FR.LCSQA-INERIS.AQ,1,FR31045,Bordeaux_GAUTIER,BORDEAUX,FR31045,2018-01-01T00:00:00+01:00,,44.83383,-0.59853,urn:ogc:def:crs:EPSG::4326,15,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
678,678,STA-FR31055,STA-FR31055,FR.LCSQA-INERIS.AQ,1,FR31055,MONT-DE-MARSAN - MIDOUZE,MONT-DE-MARSAN,FR31055,2023-02-13T00:00:00+01:00,,43.888973,-0.507028,urn:ogc:def:crs:EPSG::4326,35,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR058A
679,679,STA-FR32001,STA-FR32001,FR.LCSQA-INERIS.AQ,2,FR32001,Chalon Centre Ville,CHALON-SUR-SAÔNE,FR32001,1996-09-01T00:00:00+01:00,,46.78231,4.847322,urn:ogc:def:crs:EPSG::4326,177,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR076A
680,680,STA-FR32002,STA-FR32002,FR.LCSQA-INERIS.AQ,2,FR32002,Champforgueil,CHAMPFORGEUIL,FR32002,1996-09-01T00:00:00+01:00,,46.821056,4.835083,urn:ogc:def:crs:EPSG::4326,187,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR076A
681,681,STA-FR32005,STA-FR32005,FR.LCSQA-INERIS.AQ,2,FR32005,Montceau-les-Mines 9me écluse,MONTCEAU-LES-MINES,FR32005,1999-05-27T00:00:00+01:00,,46.678783,4.366893,urn:ogc:def:crs:EPSG::4326,281,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR076A
682,682,STA-FR32006,STA-FR32006,FR.LCSQA-INERIS.AQ,2,FR32006,Macon Paul Bert,MÂCON,FR32006,2000-03-03T00:00:00+01:00,,46.316174,4.839994,urn:ogc:def:crs:EPSG::4326,172,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR076A
683,683,STA-FR32007,STA-FR32007,FR.LCSQA-INERIS.AQ,2,FR32007,Le Creusot Molette,LE CREUSOT,FR32007,2001-04-27T00:00:00+01:00,2022-04-21T00:00:00+01:00,46.802376,4.417486,urn:ogc:def:crs:EPSG::4326,374,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR076A
684,684,STA-FR32014,STA-FR32014,FR.LCSQA-INERIS.AQ,2,FR32014,Chalon St Marie,CHALON-SUR-SAONE,FR32014,2007-05-11T00:00:00+01:00,2018-07-19T00:00:00+01:00,46.797363,4.853842,urn:ogc:def:crs:EPSG::4326,187,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR076A
685,685,STA-FR33101,STA-FR33101,FR.LCSQA-INERIS.AQ,2,FR33101,PASTEUR,CHAMBÉRY,FR33101,1998-03-19T00:00:00+01:00,,45.56472,5.928333,urn:ogc:def:crs:EPSG::4326,280,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
686,686,STA-FR33102,STA-FR33102,FR.LCSQA-INERIS.AQ,2,FR33102,CHAMBERY LE HAUT,CHAMBÉRY,FR33102,1997-11-01T00:00:00+01:00,,45.59667,5.918611,urn:ogc:def:crs:EPSG::4326,383,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
687,687,STA-FR33105,STA-FR33105,FR.LCSQA-INERIS.AQ,2,FR33105,Chambéry Trafic,CHAMBÉRY,FR33105,2014-12-31T00:00:00+01:00,,45.56943,5.932986,urn:ogc:def:crs:EPSG::4326,277,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
688,688,STA-FR33111,STA-FR33111,FR.LCSQA-INERIS.AQ,3,FR33111,SAINT JEAN,SAINT-JEAN-DE-MAURIENNE,FR33111,1997-11-01T00:00:00+01:00,,45.274723,6.349722,urn:ogc:def:crs:EPSG::4326,555,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
689,689,STA-FR33113,STA-FR33113,FR.LCSQA-INERIS.AQ,2,FR33113,Maurienne Trafic,SAINT-MICHEL-DE-MAURIENNE,FR33113,2019-01-04T00:00:00+01:00,,45.209366,6.480326,urn:ogc:def:crs:EPSG::4326,742,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR071A
690,690,STA-FR33114,STA-FR33114,FR.LCSQA-INERIS.AQ,2,FR33114,St Julien trafic,SAINT-JULIEN-MONT-DENIS,FR33114,2011-11-10T00:00:00+01:00,2018-01-01T00:00:00+01:00,45.25199,6.397194,urn:ogc:def:crs:EPSG::4326,614,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR071A
691,691,STA-FR33120,STA-FR33120,FR.LCSQA-INERIS.AQ,2,FR33120,CHAMONIX,CHAMONIX-MONT-BLANC,FR33120,1997-10-31T00:00:00+01:00,,45.9225,6.87,urn:ogc:def:crs:EPSG::4326,1038,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
692,692,STA-FR33121,STA-FR33121,FR.LCSQA-INERIS.AQ,2,FR33121,Albertville,ALBERTVILLE,FR33121,1999-11-09T00:00:00+01:00,,45.675,6.389722,urn:ogc:def:crs:EPSG::4326,352,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
693,693,STA-FR33122,STA-FR33122,FR.LCSQA-INERIS.AQ,2,FR33122,La Léchère,LÉCHÈRE,FR33122,2010-12-23T00:00:00+01:00,,45.53583,6.471111,urn:ogc:def:crs:EPSG::4326,423,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR071A
694,694,STA-FR33201,STA-FR33201,FR.LCSQA-INERIS.AQ,2,FR33201,LOVERCHY,ANNECY,FR33201,1998-05-12T00:00:00+01:00,,45.89528,6.118333,urn:ogc:def:crs:EPSG::4326,453,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
695,695,STA-FR33202,STA-FR33202,FR.LCSQA-INERIS.AQ,2,FR33202,NOVEL,ANNECY,FR33202,1998-04-07T00:00:00+01:00,,45.916943,6.135556,urn:ogc:def:crs:EPSG::4326,461,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
696,696,STA-FR33203,STA-FR33203,FR.LCSQA-INERIS.AQ,2,FR33203,ANNECY Rocade,ANNECY,FR33203,2014-01-02T00:00:00+01:00,,45.9097,6.11825,urn:ogc:def:crs:EPSG::4326,452,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
697,697,STA-FR33211,STA-FR33211,FR.LCSQA-INERIS.AQ,2,FR33211,ANNEMASSE,ANNEMASSE,FR33211,1998-05-07T00:00:00+01:00,,46.19583,6.240556,urn:ogc:def:crs:EPSG::4326,441,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
698,698,STA-FR33212,STA-FR33212,FR.LCSQA-INERIS.AQ,2,FR33212,GAILLARD,GAILLARD,FR33212,1998-03-31T00:00:00+01:00,,46.19369,6.214858,urn:ogc:def:crs:EPSG::4326,426,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
699,699,STA-FR33213,STA-FR33213,FR.LCSQA-INERIS.AQ,2,FR33213,ANNEMASSE TRAFIC,ANNEMASSE,FR33213,2016-01-01T00:00:00+01:00,2020-12-24T00:00:00+01:00,46.19081,6.235536,urn:ogc:def:crs:EPSG::4326,432,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
700,700,STA-FR33220,STA-FR33220,FR.LCSQA-INERIS.AQ,2,FR33220,PASSY,PASSY,FR33220,2006-07-06T00:00:00+01:00,,45.92361,6.713611,urn:ogc:def:crs:EPSG::4326,588,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR071A
701,701,STA-FR33232,STA-FR33232,FR.LCSQA-INERIS.AQ,2,FR33232,BOSSONS,CHAMONIX-MONT-BLANC,FR33232,2006-03-20T00:00:00+01:00,,45.907223,6.845833,urn:ogc:def:crs:EPSG::4326,1044,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
702,702,STA-FR33302,STA-FR33302,FR.LCSQA-INERIS.AQ,3,FR33302,St Germain/Rhône,SAINT-GERMAIN-SUR-RHÔNE,FR33302,2002-10-29T00:00:00+01:00,,46.072224,5.820833,urn:ogc:def:crs:EPSG::4326,477,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR071A
703,703,STA-FR33305,STA-FR33305,FR.LCSQA-INERIS.AQ,3,FR33305,Bourg-en-Bresse,BOURG-EN-BRESSE,FR33305,2009-01-01T00:00:00+01:00,,46.211666,5.226389,urn:ogc:def:crs:EPSG::4326,220,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
704,704,STA-FR33720,STA-FR33720,FR.LCSQA-INERIS.AQ,2,FR33720,Ugine_musée,UGINE,FR33720,2012-01-01T00:00:00+01:00,2017-01-09T00:00:00+01:00,45.7467,6.4208,urn:ogc:def:crs:EPSG::4326,413,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
705,705,STA-FR34003,STA-FR34003,FR.LCSQA-INERIS.AQ,1,FR34003,Chambord,THOURY,FR34003,1998-07-01T00:00:00+01:00,2014-01-08T00:00:00+01:00,47.630177,1.569311,urn:ogc:def:crs:EPSG::4326,76,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural,FR.LCSQA-INERIS.AQ/NET-FR061A
706,706,STA-FR34009,STA-FR34009,FR.LCSQA-INERIS.AQ,1,FR34009,Saran,SARAN,FR34009,2012-01-01T00:00:00+01:00,2014-01-01T00:00:00+01:00,47.9531,1.8728,urn:ogc:def:crs:EPSG::4326,122,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR061A
707,707,STA-FR34011,STA-FR34011,FR.LCSQA-INERIS.AQ,1,FR34011,Prefecture,ORLEANS,FR34011,1998-03-15T00:00:00+01:00,2015-12-30T00:00:00+01:00,47.899445,1.910294,urn:ogc:def:crs:EPSG::4326,111,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR061A
